Name,State,Party,DW-Nominate,Legislative Efficacy Score,Misalignment,CR_mean,CR_std,CR_median,CR_97.5,CR_2.5,PR_mean,PR_std,PR_median,PR_97.5,PR_2.5,Combine_mean,Combine_std,Combine_median,Combine_97.5,Combine_2.5, K-S score
"LaMalfa, Doug",ca,Republican,0.563,0.422304511,0.0,0.677961086365,0.0583384629903,0.677081032252,0.793647938772,0.558775111397,0.692214566543,0.0931029133205,0.684539238557,0.867518543451,0.543882785459,0.664945683354,0.0895765307501,0.667518424479,0.818661885601,0.521719882389,0.200843351039
"Joyce, David",oh,Republican,0.26,0.304239362,0.0,0.653838329626,0.0750941594742,0.647855604672,0.807117405351,0.513733195622,0.375362381004,0.0841462949406,0.358887388856,0.559109546707,0.256045385803,0.428677955661,0.0867450478714,0.427815976667,0.609405371408,0.264568413253,0.905409468304
"Yoder, Kevin",ks,Republican,0.572,0.291857809,0.0,0.832400597565,0.0530607770094,0.836661205194,0.925221752906,0.723067321904,0.748632214629,0.0941503159075,0.745840005078,0.911093110583,0.591385136167,0.74637977843,0.095965637999,0.739584519985,0.929474505098,0.587369367569,0.471746031746
"Jones, Walter",nc,Republican,0.243,1.017311335,0.0,0.881299838551,0.0649936180253,0.88444006421,1.0,0.744066457849,0.519323190528,0.0822712276018,0.518112720044,0.692526102425,0.377522702118,0.577197679756,0.0844622560339,0.573766190654,0.745333769661,0.432412876333,0.989743589744
"Bishop, Rob",ut,Republican,0.529,3.147586107,0.0,0.765782190387,0.0610327855981,0.762049510943,0.893291239633,0.636465475432,0.74804890311,0.108874125397,0.743428139618,0.955413370276,0.573687288487,0.785229610515,0.105590332816,0.786293392051,0.982259841206,0.607810209209,0.2948512162
"Rice, Tom",sc,Republican,0.584,0.431400448,0.0,0.881008294258,0.0555682988689,0.883891323569,0.983321669021,0.77113691139,0.955402649517,0.097706669207,1.0,1.0,0.676144765984,0.964770402337,0.0850440366542,1.0,1.0,0.70477316919,0.793804755945
"Crawford, Eric",ar,Republican,0.355,1.144711733,0.0,0.697065008296,0.057808527201,0.695402309544,0.797902384297,0.578256180716,0.52325301976,0.0886953398094,0.513705213263,0.710192481972,0.382342318721,0.54624105482,0.082801680477,0.544548150502,0.710494390373,0.389234672471,0.77474892396
"Huffman, Jared",ca,Democratic,-0.433,0.890303552,0.0,0.551244751078,0.0900193498727,0.54587063557,0.744255724697,0.379903139002,0.242250853074,0.0807246435761,0.22214121352,0.42628066245,0.109950302634,0.27272517911,0.0706169682719,0.271909778026,0.422836962398,0.151230009359,0.928675136116
"Collins, Doug",ga,Republican,0.663,0.74462539,0.0,0.834176581862,0.0552745868879,0.836641291547,0.932655640239,0.721345917494,0.718950647373,0.109776615219,0.715641564395,0.940291632161,0.521068989614,0.734624804113,0.0967350127675,0.733203758803,0.927370184736,0.586450718273,0.578229702353
"DesJarlais, Scott",tn,Republican,0.593,0.060926076,0.0,0.781320515863,0.0574281531894,0.788394223408,0.887322478654,0.660659179338,0.880497909634,0.0967664117902,0.8704826513,1.0,0.725928674549,0.902782510985,0.0933040659648,0.917043432595,1.0,0.736988330722,0.465659340659
"Farenthold, Blake",tx,Republican,0.543,1.562965393,0.0,0.788261656322,0.0574685191078,0.787806317995,0.909188885989,0.680542211186,0.62006275531,0.0895172599679,0.62288204983,0.793341551675,0.493264811049,0.644895516844,0.0823747195117,0.6437190783,0.792418755931,0.511729085094,0.729807191245
"Jeffries, Hakeem",ny,Democratic,-0.491,1.392959714,0.0,0.188987283928,0.0831720698686,0.192655148673,0.348113127626,0.0,0.106823369471,0.0909795337232,0.0833665334228,0.301853347367,0.0,0.096216042513,0.0708888632439,0.0904345126352,0.236920374543,0.0,0.465212238269
"Valadao, David",ca,Republican,0.251,0.578015685,1.0,0.709158723322,0.0571132854381,0.710907954622,0.807514279905,0.597837693073,0.62331143955,0.0999308884747,0.610974446743,0.802273112995,0.454523544893,0.643837735926,0.0986359272878,0.646392932956,0.831245587683,0.463950439415,0.477856025039
"Doggett, Lloyd",tx,Democratic,-0.402,0.528925121,0.0,0.479734398961,0.0635003016661,0.482088104703,0.595615434004,0.35987421517,0.221705385043,0.0806493603228,0.203138427253,0.40642202755,0.0656878518616,0.231511700595,0.0685939798973,0.230499619212,0.366976289342,0.0962127861214,0.921587972751
"Slaughter, Louise",ny,Democratic,-0.465,1.167737603,0.0,0.0716587980386,0.0671539777455,0.0683064560918,0.195454352373,0.0,0.102799530621,0.0950126796938,0.0742171495031,0.324970532352,0.0,0.0818999333902,0.0698372037734,0.0767622240237,0.236206856579,0.0,0.185931693026
"Schakowsky, Janice",il,Democratic,-0.602,0.365556449,0.0,0.12100637771,0.0813676099565,0.117331928283,0.262614609764,0.0,0.185923492428,0.10627952564,0.155289653695,0.404971501298,0.0261386492666,0.123781571506,0.0781547465529,0.126394655389,0.269634293971,0.0,0.291175670776
"Price, Tom",ga,Republican,0.642,1.335022569,0.0,0.757484484021,0.0587746396958,0.758879310296,0.863746090839,0.650375914775,0.954044819295,0.0989912644623,1.0,1.0,0.676144765984,0.961785021781,0.0888963550192,1.0,1.0,0.69544029718,0.808308764406
"Williams, Roger",tx,Republican,0.609,0.242871895,0.0,0.843055676079,0.0541398145489,0.846204295733,0.937827948378,0.728553645627,0.773342179878,0.0979761769019,0.762785151812,0.971653484841,0.627771558113,0.807498397068,0.0984934931204,0.814402067321,0.988971271458,0.652423709051,0.463157894737
"Waters, Maxine",ca,Democratic,-0.663,0.213241264,0.0,0.480494931854,0.0700193966963,0.48378934117,0.605480352435,0.336039684261,0.12308693987,0.0855989933233,0.105141767681,0.319074169692,0.0,0.126895046202,0.0700341202418,0.124886912282,0.262454753316,0.0,0.969423558897
"Buchanan, Vern",fl,Republican,0.355,0.106620632,0.0,0.743141041138,0.061309025,0.74855065999,0.850651565979,0.623075979555,0.499035661117,0.073927240674,0.503305915616,0.643746588321,0.383164708711,0.529951491349,0.0694956760837,0.527322883895,0.665913113511,0.404996945951,0.939588805362
"Meehan, Patrick",pa,Republican,0.217,2.621768713,0.0,0.688468805537,0.0800676837763,0.685994363021,0.838727696895,0.530800087056,0.480161293741,0.0716149549561,0.473260000069,0.625071264897,0.36454618397,0.476471041071,0.0705265024619,0.478557563892,0.6278509579,0.34850082031,0.848533891851
"DeSantis, Ron",fl,Republican,0.662,1.185557365,0.0,0.994984747345,0.0181328319613,1.0,1.0,0.940151534007,0.760427553323,0.104176369661,0.755384653315,0.983944635196,0.60276378115,0.813499763685,0.105258174351,0.820346106164,1.0,0.656869422316,0.939488784559
"Rogers, Mike",al,Republican,0.333,0.148528188,0.0,0.823713411884,0.0556315669396,0.823874043331,0.929569151842,0.706974780223,0.839294324489,0.104664537559,0.836727960328,1.0,0.656979550436,0.855023807114,0.100840824885,0.874472248926,1.0,0.687689248062,0.286507009346
"Veasey, Marc",tx,Democratic,-0.414,0.060926076,0.0,0.195665172823,0.0773393072879,0.202416248332,0.326818131789,0.0356331336144,0.433141425641,0.0716335957195,0.435629671345,0.590140720131,0.314327176375,0.455529740551,0.0679167914937,0.4570591933,0.591027073662,0.327005629107,0.940981308411
"Loebsack, David",ia,Democratic,-0.282,0.137083665,0.0,0.666916910495,0.0590561757796,0.673790085765,0.766533023705,0.543285778946,0.240941312396,0.0728223212371,0.232223906241,0.401020184945,0.131670225419,0.27030758087,0.0701560431957,0.266700396993,0.409506705024,0.140204381379,0.995454545455
"Larson, John",ct,Democratic,-0.405,0.413709968,0.0,0.734797957839,0.0542604330633,0.731449736501,0.836539764574,0.615329202173,0.125025541671,0.0842851789285,0.11176770368,0.345718576476,0.0,0.169827527377,0.0766319370207,0.167550602085,0.31421995148,0.0235697678979,1.0
"DelBene, Suzan",wa,Democratic,-0.274,0.568484128,0.0,0.532429427923,0.0637088829912,0.529924240776,0.656698922832,0.419816936311,0.183538635026,0.0841424747131,0.171268145462,0.364949673354,0.0443709004206,0.199135395174,0.0769172609582,0.19650875371,0.34260508969,0.0611983427232,0.985147783251
"Cummings, Elijah",md,Democratic,-0.439,2.198918104,0.0,0.714060152191,0.0618445660372,0.711441835433,0.823363972476,0.579835115185,0.224528544309,0.0777813477621,0.212411619748,0.40024649595,0.109009873592,0.296128283011,0.0639713805786,0.295884520968,0.410578000372,0.167426111314,1.0
"Peterson, Collin",mn,Democratic,-0.144,0.181945816,1.0,0.788798678213,0.0582995859016,0.790588458253,0.894330514814,0.657933063481,0.422678257203,0.0802092400131,0.418360898163,0.593956154543,0.287456769236,0.467746246282,0.0769133504558,0.468150187327,0.614831439771,0.319610498886,0.995327102804
"Ruiz, Raul",ca,Democratic,-0.232,0.692684829,0.0,0.499014025152,0.0593108319665,0.504475987031,0.601522141724,0.366831807785,0.331660877813,0.0737015905034,0.324558513975,0.500299287583,0.206771261448,0.334221180938,0.0670091042165,0.337546665681,0.461538133256,0.207377055861,0.79898989899
"Garamendi, John",ca,Democratic,-0.313,0.060926076,0.0,0.134751174802,0.0807943637806,0.137747732685,0.277303287714,0.0,0.246550790814,0.0908343046703,0.233367883803,0.440838816381,0.0866905059221,0.154959433541,0.0792825585416,0.159707641734,0.30433170023,0.0,0.459604766056
"Barton, Joe",tx,Republican,0.529,0.076157592,0.0,0.765143087728,0.0520132548259,0.764940072981,0.864219964951,0.658163502693,0.649865314889,0.0952927583932,0.65041863159,0.818300329614,0.49919338575,0.599184552334,0.077042583372,0.597852119218,0.737905806276,0.468516611499,0.551119428849
"Cooper, Jim",tn,Democratic,-0.162,0.106620632,0.0,0.71032470168,0.0586416470157,0.715710525959,0.829551470749,0.590259805858,0.463014385466,0.0738934412812,0.463349840829,0.606635812801,0.345617620616,0.500373932944,0.0725297139902,0.504258594089,0.630197138654,0.368777737948,0.945559261962
"Meadows, Mark",nc,Republican,0.622,1.896402001,0.0,0.744576824327,0.0685324048953,0.736940015646,0.892727556379,0.605056807041,0.814908363092,0.107695193812,0.812649176749,1.0,0.656226724239,0.787902063745,0.1011951607,0.790028672766,0.993309530118,0.604611592739,0.372082242583
"Griffith, H.",va,Republican,0.531,0.228472784,0.0,0.832062157279,0.0569556212695,0.831709038849,0.933109301592,0.717612224551,0.709600466601,0.0952932736227,0.701507973716,0.877924387664,0.566681982197,0.748738469444,0.0934436394449,0.742356886984,0.923380026055,0.5994965469,0.592317032215
"Bass, Karen",ca,Democratic,-0.549,0.426091492,0.0,0.573673520998,0.0633317424099,0.572739829781,0.693016179523,0.461649435135,0.22991282018,0.0797787097378,0.206515892255,0.423548399579,0.124341785196,0.245608766872,0.0728003296618,0.249971801326,0.387910304985,0.113499974862,0.979560958096
"Bonamici, Suzanne",or,Democratic,-0.397,0.84226042,0.0,0.45933019428,0.0746106071574,0.467164873549,0.576206722559,0.320148564426,0.257562952083,0.0698033515943,0.243702088842,0.429493741922,0.151078095122,0.232738187253,0.0706549563082,0.234144574115,0.365699600741,0.10365348054,0.851176470588
"Napolitano, Grace",ca,Democratic,-0.448,0.163759708,0.0,0.749713194346,0.0966657524389,0.7432400711,0.959918249977,0.546661241166,0.29955372856,0.0829167204283,0.29094233778,0.487102409433,0.160890827723,0.365143349428,0.0744884586966,0.369235019977,0.514199050698,0.216563600949,0.994623655914
"Olson, Pete",tx,Republican,0.537,0.875541389,0.0,0.881274458827,0.0540413233368,0.88165691791,0.994566934341,0.777457552055,0.817422141156,0.096924328276,0.813403382744,1.0,0.666170724939,0.843860978607,0.102375555098,0.857083505327,1.0,0.671487097403,0.395287958115
"Schrader, Kurt",or,Democratic,-0.199,1.882436275,0.0,0.6284176609,0.0536890768746,0.630642144155,0.727165258207,0.506711677809,0.362242418773,0.0801603169718,0.348851652109,0.546427941923,0.226528697728,0.406557213518,0.0725653259699,0.40659600538,0.555681545607,0.279254691612,0.932425467271
"Flores, Bill",tx,Republican,0.619,1.911997795,0.0,0.818929801671,0.0597971102015,0.823366389893,0.918428588488,0.705501263188,0.966700119748,0.0518612840819,1.0,1.0,0.855186212048,0.956113382605,0.0599774666689,1.0,1.0,0.83769656051,0.754375135035
"Cuellar, Henry",tx,Democratic,-0.238,0.391841471,0.0,0.873396739027,0.0553928184171,0.876874217945,0.973211999433,0.760108844879,0.335839321786,0.0722606686393,0.329673386187,0.477306967138,0.211884536132,0.384142233515,0.0690556980396,0.386854294215,0.511877436155,0.255149008067,1.0
"Walden, Greg",or,Republican,0.337,2.491585732,0.0,0.875867951084,0.0582309368859,0.87621824726,0.975299781022,0.757984060312,0.45371224495,0.0780848114667,0.445731187685,0.614437901241,0.315598041592,0.487143868601,0.0685189045653,0.479231752575,0.614305977644,0.359586838638,1.0
"Hoyer, Steny",md,Democratic,-0.38,0.864034534,0.0,0.154342558645,0.0922400671261,0.175647418057,0.298619821525,0.0,0.300399998116,0.074369599532,0.291290502918,0.461039652642,0.18373889339,0.273743985227,0.0769158112584,0.273555624565,0.427518464857,0.116782884708,0.623670582291
